nom_complet,url,nom,extension,numero,image_url,image_status,souhaitée,possédée,Illustrateur,Date de sortie
Favianos-ex (Écarlate et Violet Fable Nébuleuse 084),https://www.pokepedia.fr/Favianos-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20084),Favianos-ex,Écarlate et Violet Fable Nébuleuse,084,https://www.pokepedia.fr/images/c/ce/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_084.png,OK,False,False,5ban Graphics,"août 2, 2024  +"
Pêchaminus-ex (Écarlate et Violet Fable Nébuleuse 085),https://www.pokepedia.fr/P%C3%AAchaminus-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20085),Pêchaminus-ex,Écarlate et Violet Fable Nébuleuse,085,https://www.pokepedia.fr/images/5/5a/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_085.png,OK,False,False,aky CG Works,"août 2, 2024  +"
Cassiopée (Écarlate et Violet Fable Nébuleuse 086),https://www.pokepedia.fr/Cassiop%C3%A9e%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20086),Cassiopée,Écarlate et Violet Fable Nébuleuse,086,https://www.pokepedia.fr/images/d/d3/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_086.png,OK,False,False,Atsushi Furusawa,"août 2, 2024  +"
Ténacité de Nikolaï (Écarlate et Violet Fable Nébuleuse 087),https://www.pokepedia.fr/T%C3%A9nacit%C3%A9%20de%20Nikola%C3%AF%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20087),Ténacité de Nikolaï,Écarlate et Violet Fable Nébuleuse,087,https://www.pokepedia.fr/images/6/65/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_087.png,OK,False,False,hncl,"août 2, 2024  +"
Art Secret de Jeannine (Écarlate et Violet Fable Nébuleuse 088),https://www.pokepedia.fr/Art%20Secret%20de%20Jeannine%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20088),Art Secret de Jeannine,Écarlate et Violet Fable Nébuleuse,088,https://www.pokepedia.fr/images/9/99/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_088.png,OK,False,False,Taira Akitsu,"août 2, 2024  +"
Machinations de Xanthin (Écarlate et Violet Fable Nébuleuse 089),https://www.pokepedia.fr/Machinations%20de%20Xanthin%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20089),Machinations de Xanthin,Écarlate et Violet Fable Nébuleuse,089,https://www.pokepedia.fr/images/f/ff/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_089.png,OK,False,False,GOSSAN,"août 2, 2024  +"
Félicanis-ex (Écarlate et Violet Fable Nébuleuse 090),https://www.pokepedia.fr/F%C3%A9licanis-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20090),Félicanis-ex,Écarlate et Violet Fable Nébuleuse,090,https://www.pokepedia.fr/images/c/cb/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_090.png,OK,False,False,kantaro,"août 2, 2024  +"
Fortusimia-ex (Écarlate et Violet Fable Nébuleuse 091),https://www.pokepedia.fr/Fortusimia-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20091),Fortusimia-ex,Écarlate et Violet Fable Nébuleuse,091,https://www.pokepedia.fr/images/3/31/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_091.png,OK,False,False,kantaro,"août 2, 2024  +"
Favianos-ex (Écarlate et Violet Fable Nébuleuse 092),https://www.pokepedia.fr/Favianos-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20092),Favianos-ex,Écarlate et Violet Fable Nébuleuse,092,https://www.pokepedia.fr/images/c/c6/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_092.png,OK,False,False,kantaro,"août 2, 2024  +"
Pêchaminus-ex (Écarlate et Violet Fable Nébuleuse 093),https://www.pokepedia.fr/P%C3%AAchaminus-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20093),Pêchaminus-ex,Écarlate et Violet Fable Nébuleuse,093,https://www.pokepedia.fr/images/b/b4/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_093.png,OK,False,False,kantaro,"août 2, 2024  +"
Cassiopée (Écarlate et Violet Fable Nébuleuse 094),https://www.pokepedia.fr/Cassiop%C3%A9e%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20094),Cassiopée,Écarlate et Violet Fable Nébuleuse,094,https://www.pokepedia.fr/images/8/8c/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_094.png,OK,False,False,burari,"août 2, 2024  +"
Pêchaminus-ex (Écarlate et Violet Fable Nébuleuse 095),https://www.pokepedia.fr/P%C3%AAchaminus-ex%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20095),Pêchaminus-ex,Écarlate et Violet Fable Nébuleuse,095,https://www.pokepedia.fr/images/a/ac/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_095.png,OK,False,False,aky CG Works,"août 2, 2024  +"
Urne Terrestre (Écarlate et Violet Fable Nébuleuse 096),https://www.pokepedia.fr/Urne%20Terrestre%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20096),Urne Terrestre,Écarlate et Violet Fable Nébuleuse,096,https://www.pokepedia.fr/images/c/cd/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_096.png,OK,False,False,AYUMI ODASHIMA,"août 2, 2024  +"
Sablier du Pouvoir (Écarlate et Violet Fable Nébuleuse 097),https://www.pokepedia.fr/Sablier%20du%20Pouvoir%20(%C3%89carlate%20et%20Violet%20Fable%20N%C3%A9buleuse%20097),Sablier du Pouvoir,Écarlate et Violet Fable Nébuleuse,097,https://www.pokepedia.fr/images/5/56/Carte_%C3%89carlate_et_Violet_Fable_N%C3%A9buleuse_097.png,OK,False,False,Studio Bora Inc.,"août 2, 2024  +"
Scalpereur (Promo SV 130),https://www.pokepedia.fr/Scalpereur%20(Promo%20SV%20130),Scalpereur,Promo SV,130,https://www.pokepedia.fr/images/d/d9/Carte_Promo_SV_130.png,OK,False,False,Oku,"août 2, 2024  +"
Hyporoi-ex (Promo SV 131),https://www.pokepedia.fr/Hyporoi-ex%20(Promo%20SV%20131),Hyporoi-ex,Promo SV,131,https://www.pokepedia.fr/images/c/cc/Carte_Promo_SV_131.png,OK,False,False,akagi,"août 2, 2024  +"
Amphinobi-ex (Promo SV 132),https://www.pokepedia.fr/Amphinobi-ex%20(Promo%20SV%20132),Amphinobi-ex,Promo SV,132,https://www.pokepedia.fr/images/4/40/Carte_Promo_SV_132.png,OK,False,False,SIE NANAHARA,"août 2, 2024  +"
Scarabrute (Écarlate et Violet Mascarade Crépusculaire 168),https://www.pokepedia.fr/Scarabrute%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20168),Scarabrute,Écarlate et Violet Mascarade Crépusculaire,168,https://www.pokepedia.fr/images/8/8a/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_168.png,OK,False,False,Yukihiro Tada,"mai 24, 2024  +"
Héliatronc (Écarlate et Violet Mascarade Crépusculaire 169),https://www.pokepedia.fr/H%C3%A9liatronc%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20169),Héliatronc,Écarlate et Violet Mascarade Crépusculaire,169,https://www.pokepedia.fr/images/e/ee/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_169.png,OK,False,False,Shinya Komatsu,"mai 24, 2024  +"
Pomdramour (Écarlate et Violet Mascarade Crépusculaire 170),https://www.pokepedia.fr/Pomdramour%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20170),Pomdramour,Écarlate et Violet Mascarade Crépusculaire,170,https://www.pokepedia.fr/images/5/5b/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_170.png,OK,False,False,Akira Komayama,"mai 24, 2024  +"
Poltchageist (Écarlate et Violet Mascarade Crépusculaire 171),https://www.pokepedia.fr/Poltchageist%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20171),Poltchageist,Écarlate et Violet Mascarade Crépusculaire,171,https://www.pokepedia.fr/images/4/4b/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_171.png,OK,False,False,Saboteri,"mai 24, 2024  +"
Chartor (Écarlate et Violet Mascarade Crépusculaire 172),https://www.pokepedia.fr/Chartor%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20172),Chartor,Écarlate et Violet Mascarade Crépusculaire,172,https://www.pokepedia.fr/images/c/cb/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_172.png,OK,False,False,Masa,"mai 24, 2024  +"
Simiabraz (Écarlate et Violet Mascarade Crépusculaire 173),https://www.pokepedia.fr/Simiabraz%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20173),Simiabraz,Écarlate et Violet Mascarade Crépusculaire,173,https://www.pokepedia.fr/images/b/bc/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_173.png,OK,False,False,Krgc,"mai 24, 2024  +"
Momartik (Écarlate et Violet Mascarade Crépusculaire 174),https://www.pokepedia.fr/Momartik%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20174),Momartik,Écarlate et Violet Mascarade Crépusculaire,174,https://www.pokepedia.fr/images/5/5e/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_174.png,OK,False,False,matazo,"mai 24, 2024  +"
Phione (Écarlate et Violet Mascarade Crépusculaire 175),https://www.pokepedia.fr/Phione%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20175),Phione,Écarlate et Violet Mascarade Crépusculaire,175,https://www.pokepedia.fr/images/2/22/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_175.png,OK,False,False,takashi shiraishi,"mai 24, 2024  +"
Nigosier (Écarlate et Violet Mascarade Crépusculaire 176),https://www.pokepedia.fr/Nigosier%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20176),Nigosier,Écarlate et Violet Mascarade Crépusculaire,176,https://www.pokepedia.fr/images/2/2e/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_176.png,OK,False,False,Fujimoto Gold,"mai 24, 2024  +"
Iguolta (Écarlate et Violet Mascarade Crépusculaire 177),https://www.pokepedia.fr/Iguolta%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20177),Iguolta,Écarlate et Violet Mascarade Crépusculaire,177,https://www.pokepedia.fr/images/0/02/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_177.png,OK,False,False,Tonji Matsuno,"mai 24, 2024  +"
Zapétrel (Écarlate et Violet Mascarade Crépusculaire 178),https://www.pokepedia.fr/Zap%C3%A9trel%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20178),Zapétrel,Écarlate et Violet Mascarade Crépusculaire,178,https://www.pokepedia.fr/images/5/51/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_178.png,OK,False,False,Mitsuhiro Arita,"mai 24, 2024  +"
Éoko (Écarlate et Violet Mascarade Crépusculaire 179),https://www.pokepedia.fr/%C3%89oko%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20179),Éoko,Écarlate et Violet Mascarade Crépusculaire,179,https://www.pokepedia.fr/images/d/de/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_179.png,OK,False,False,REND,"mai 24, 2024  +"
Amovénus (Écarlate et Violet Mascarade Crépusculaire 180),https://www.pokepedia.fr/Amov%C3%A9nus%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20180),Amovénus,Écarlate et Violet Mascarade Crépusculaire,180,https://www.pokepedia.fr/images/8/8e/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_180.png,OK,False,False,GOTO minori,"mai 24, 2024  +"
Caninos de Hisui (Écarlate et Violet Mascarade Crépusculaire 181),https://www.pokepedia.fr/Caninos%20de%20Hisui%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20181),Caninos de Hisui,Écarlate et Violet Mascarade Crépusculaire,181,https://www.pokepedia.fr/images/9/9b/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_181.png,OK,False,False,GIDORA,"mai 24, 2024  +"
Tarinorme (Écarlate et Violet Mascarade Crépusculaire 182),https://www.pokepedia.fr/Tarinorme%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20182),Tarinorme,Écarlate et Violet Mascarade Crépusculaire,182,https://www.pokepedia.fr/images/d/d1/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_182.png,OK,False,False,Kariya,"mai 24, 2024  +"
Charpenti (Écarlate et Violet Mascarade Crépusculaire 183),https://www.pokepedia.fr/Charpenti%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20183),Charpenti,Écarlate et Violet Mascarade Crépusculaire,183,https://www.pokepedia.fr/images/e/e1/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_183.png,OK,False,False,Yuriko Akase,"mai 24, 2024  +"
Galegon (Écarlate et Violet Mascarade Crépusculaire 184),https://www.pokepedia.fr/Galegon%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20184),Galegon,Écarlate et Violet Mascarade Crépusculaire,184,https://www.pokepedia.fr/images/8/8a/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_184.png,OK,False,False,Dsuke,"mai 24, 2024  +"
Verpom (Écarlate et Violet Mascarade Crépusculaire 185),https://www.pokepedia.fr/Verpom%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20185),Verpom,Écarlate et Violet Mascarade Crépusculaire,185,https://www.pokepedia.fr/images/0/03/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_185.png,OK,False,False,Katsunori Sato,"mai 24, 2024  +"
Nigirigon (Écarlate et Violet Mascarade Crépusculaire 186),https://www.pokepedia.fr/Nigirigon%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20186),Nigirigon,Écarlate et Violet Mascarade Crépusculaire,186,https://www.pokepedia.fr/images/3/33/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_186.png,OK,False,False,osare,"mai 24, 2024  +"
Leveinard (Écarlate et Violet Mascarade Crépusculaire 187),https://www.pokepedia.fr/Leveinard%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20187),Leveinard,Écarlate et Violet Mascarade Crépusculaire,187,https://www.pokepedia.fr/images/1/1d/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_187.png,OK,False,False,Toshinao Aoki,"mai 24, 2024  +"
Évoli (Écarlate et Violet Mascarade Crépusculaire 188),https://www.pokepedia.fr/%C3%89voli%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20188),Évoli,Écarlate et Violet Mascarade Crépusculaire,188,https://www.pokepedia.fr/images/d/d9/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_188.png,OK,False,False,Narumi Sato,"mai 24, 2024  +"
Théffroyable-ex (Écarlate et Violet Mascarade Crépusculaire 189),https://www.pokepedia.fr/Th%C3%A9ffroyable-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20189),Théffroyable-ex,Écarlate et Violet Mascarade Crépusculaire,189,https://www.pokepedia.fr/images/d/de/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_189.png,OK,False,False,aky CG Works,"mai 24, 2024  +"
Ogerpon Masque Turquoise-ex (Écarlate et Violet Mascarade Crépusculaire 190),https://www.pokepedia.fr/Ogerpon%20Masque%20Turquoise-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20190),Ogerpon Masque Turquoise-ex,Écarlate et Violet Mascarade Crépusculaire,190,https://www.pokepedia.fr/images/f/f1/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_190.png,OK,False,False,5ban Graphics,"mai 24, 2024  +"
Volcaropod-ex (Écarlate et Violet Mascarade Crépusculaire 191),https://www.pokepedia.fr/Volcaropod-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20191),Volcaropod-ex,Écarlate et Violet Mascarade Crépusculaire,191,https://www.pokepedia.fr/images/d/dc/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_191.png,OK,False,False,PLANETA Mochizuki,"mai 24, 2024  +"
Ogerpon Masque du Fourneau-ex (Écarlate et Violet Mascarade Crépusculaire 192),https://www.pokepedia.fr/Ogerpon%20Masque%20du%20Fourneau-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20192),Ogerpon Masque du Fourneau-ex,Écarlate et Violet Mascarade Crépusculaire,192,https://www.pokepedia.fr/images/9/98/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_192.png,OK,False,False,5ban Graphics,"mai 24, 2024  +"
Superdofin-ex (Écarlate et Violet Mascarade Crépusculaire 193),https://www.pokepedia.fr/Superdofin-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20193),Superdofin-ex,Écarlate et Violet Mascarade Crépusculaire,193,https://www.pokepedia.fr/images/1/1b/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_193.png,OK,False,False,PLANETA Mochizuki,"mai 24, 2024  +"
Ogerpon Masque du Puits-ex (Écarlate et Violet Mascarade Crépusculaire 194),https://www.pokepedia.fr/Ogerpon%20Masque%20du%20Puits-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20194),Ogerpon Masque du Puits-ex,Écarlate et Violet Mascarade Crépusculaire,194,https://www.pokepedia.fr/images/2/29/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_194.png,OK,False,False,5ban Graphics,"mai 24, 2024  +"
Luxray-ex (Écarlate et Violet Mascarade Crépusculaire 195),https://www.pokepedia.fr/Luxray-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20195),Luxray-ex,Écarlate et Violet Mascarade Crépusculaire,195,https://www.pokepedia.fr/images/4/4d/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_195.png,OK,False,False,PLANETA Yamashita,"mai 24, 2024  +"
Épine-de-Fer-ex (Écarlate et Violet Mascarade Crépusculaire 196),https://www.pokepedia.fr/%C3%89pine-de-Fer-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20196),Épine-de-Fer-ex,Écarlate et Violet Mascarade Crépusculaire,196,https://www.pokepedia.fr/images/3/37/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_196.png,OK,False,False,PLANETA Mochizuki,"mai 24, 2024  +"
Hurle-Queue-ex (Écarlate et Violet Mascarade Crépusculaire 197),https://www.pokepedia.fr/Hurle-Queue-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20197),Hurle-Queue-ex,Écarlate et Violet Mascarade Crépusculaire,197,https://www.pokepedia.fr/images/b/b4/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_197.png,OK,False,False,PLANETA Hiiragi,"mai 24, 2024  +"
Amphinobi-ex (Écarlate et Violet Mascarade Crépusculaire 198),https://www.pokepedia.fr/Amphinobi-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20198),Amphinobi-ex,Écarlate et Violet Mascarade Crépusculaire,198,https://www.pokepedia.fr/images/b/b4/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_198.png,OK,False,False,5ban Graphics,"mai 24, 2024  +"
Ogerpon Masque de la Pierre-ex (Écarlate et Violet Mascarade Crépusculaire 199),https://www.pokepedia.fr/Ogerpon%20Masque%20de%20la%20Pierre-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20199),Ogerpon Masque de la Pierre-ex,Écarlate et Violet Mascarade Crépusculaire,199,https://www.pokepedia.fr/images/c/c0/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_199.png,OK,False,False,5ban Graphics,"mai 24, 2024  +"
Lanssorien-ex (Écarlate et Violet Mascarade Crépusculaire 200),https://www.pokepedia.fr/Lanssorien-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20200),Lanssorien-ex,Écarlate et Violet Mascarade Crépusculaire,200,https://www.pokepedia.fr/images/d/dc/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_200.png,OK,False,False,5ban Graphics,"mai 24, 2024  +"
Leuphorie-ex (Écarlate et Violet Mascarade Crépusculaire 201),https://www.pokepedia.fr/Leuphorie-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20201),Leuphorie-ex,Écarlate et Violet Mascarade Crépusculaire,201,https://www.pokepedia.fr/images/5/53/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_201.png,OK,False,False,PLANETA Tsuji,"mai 24, 2024  +"
Ursaking Lune Vermeille-ex (Écarlate et Violet Mascarade Crépusculaire 202),https://www.pokepedia.fr/Ursaking%20Lune%20Vermeille-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20202),Ursaking Lune Vermeille-ex,Écarlate et Violet Mascarade Crépusculaire,202,https://www.pokepedia.fr/images/7/7d/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_202.png,OK,False,False,aky CG Works,"mai 24, 2024  +"
Roseille (Écarlate et Violet Mascarade Crépusculaire 204),https://www.pokepedia.fr/Roseille%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20204),Roseille,Écarlate et Violet Mascarade Crépusculaire,204,https://www.pokepedia.fr/images/8/84/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_204.png,OK,False,False,kantaro,"mai 24, 2024  +"
Hassa (Écarlate et Violet Mascarade Crépusculaire 205),https://www.pokepedia.fr/Hassa%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20205),Hassa,Écarlate et Violet Mascarade Crépusculaire,205,https://www.pokepedia.fr/images/f/f0/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_205.png,OK,False,False,GOSSAN,"mai 24, 2024  +"
Kassis (Écarlate et Violet Mascarade Crépusculaire 206),https://www.pokepedia.fr/Kassis%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20206),Kassis,Écarlate et Violet Mascarade Crépusculaire,206,https://www.pokepedia.fr/images/3/30/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_206.png,OK,False,False,GIDORA,"mai 24, 2024  +"
Soutien de Néphie (Écarlate et Violet Mascarade Crépusculaire 207),https://www.pokepedia.fr/Soutien%20de%20N%C3%A9phie%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20207),Soutien de Néphie,Écarlate et Violet Mascarade Crépusculaire,207,https://www.pokepedia.fr/images/e/e7/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_207.png,OK,False,False,Atsushi Furusawa,"mai 24, 2024  +"
Lucio (Écarlate et Violet Mascarade Crépusculaire 208),https://www.pokepedia.fr/Lucio%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20208),Lucio,Écarlate et Violet Mascarade Crépusculaire,208,https://www.pokepedia.fr/images/7/71/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_208.png,OK,False,False,hncl,"mai 24, 2024  +"
Lithia (Écarlate et Violet Mascarade Crépusculaire 209),https://www.pokepedia.fr/Lithia%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20209),Lithia,Écarlate et Violet Mascarade Crépusculaire,209,https://www.pokepedia.fr/images/e/ea/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_209.png,OK,False,False,Naoki Saito,"mai 24, 2024  +"
Théffroyable-ex (Écarlate et Violet Mascarade Crépusculaire 210),https://www.pokepedia.fr/Th%C3%A9ffroyable-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20210),Théffroyable-ex,Écarlate et Violet Mascarade Crépusculaire,210,https://www.pokepedia.fr/images/1/1d/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_210.png,OK,False,False,Saboteri,"mai 24, 2024  +"
Ogerpon Masque Turquoise-ex (Écarlate et Violet Mascarade Crépusculaire 211),https://www.pokepedia.fr/Ogerpon%20Masque%20Turquoise-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20211),Ogerpon Masque Turquoise-ex,Écarlate et Violet Mascarade Crépusculaire,211,https://www.pokepedia.fr/images/8/81/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_211.png,OK,False,False,Yano Keiji,"mai 24, 2024  +"
Ogerpon Masque du Fourneau-ex (Écarlate et Violet Mascarade Crépusculaire 212),https://www.pokepedia.fr/Ogerpon%20Masque%20du%20Fourneau-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20212),Ogerpon Masque du Fourneau-ex,Écarlate et Violet Mascarade Crépusculaire,212,https://www.pokepedia.fr/images/d/d0/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_212.png,OK,False,False,Yano Keiji,"mai 24, 2024  +"
Ogerpon Masque du Puits-ex (Écarlate et Violet Mascarade Crépusculaire 213),https://www.pokepedia.fr/Ogerpon%20Masque%20du%20Puits-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20213),Ogerpon Masque du Puits-ex,Écarlate et Violet Mascarade Crépusculaire,213,https://www.pokepedia.fr/images/e/ee/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_213.png,OK,False,False,Yano Keiji,"mai 24, 2024  +"
Amphinobi-ex (Écarlate et Violet Mascarade Crépusculaire 214),https://www.pokepedia.fr/Amphinobi-ex%20(%C3%89carlate%20et%20Violet%20Mascarade%20Cr%C3%A9pusculaire%20214),Amphinobi-ex,Écarlate et Violet Mascarade Crépusculaire,214,https://www.pokepedia.fr/images/8/80/Carte_%C3%89carlate_et_Violet_Mascarade_Cr%C3%A9pusculaire_214.png,OK,False,False,akagi,"mai 24, 2024  +"
